Date : 2024-03-27 22:08:12
Directory : d:\Project\Java\Springboot_Vue_Mall
Total : 659 files,  36486 codes, 1051 comments, 3498 blanks, all 41035 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_springframework_spring_context_5_3_10.xml                                             | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_springframework_spring_core_5_3_10.xml                                                | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_springframework_spring_expression_5_3_10.xml                                          | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_springframework_spring_jcl_5_3_10.xml                                                 | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_springframework_spring_jdbc_5_3_10.xml                                                | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_springframework_spring_test_5_3_10.xml                                                | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_springframework_spring_tx_5_3_10.xml                                                  | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_springframework_spring_web_5_3_10.xml                                                 | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_springframework_spring_webmvc_5_3_10.xml                                              | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_tukaani_xz_1_8.xml                                                                    | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_xmlunit_xmlunit_core_2_8_2.xml                                                        | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__org_yaml_snakeyaml_1_28.xml                                                               | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__oro_oro_2_0_8.xml                                                                         | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__redis_clients_jedis_3_6_3.xml                                                             | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__sslext_sslext_1_2_0.xml                                                                   | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__xerces_xercesImpl_2_9_1.xml                                                               | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\libraries\Maven__xml_apis_xml_apis_1_3_04.xml                                                              | XML             |         13 |          0 |          0 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\misc.xml                                                                                                   | XML             |         27 |          0 |          0 |         27 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\modules.xml                                                                                                | XML             |          8 |          0 |          0 |          8 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\uiDesigner.xml                                                                                             | XML             |        124 |          0 |          0 |        124 |
| d:\Project\Java\Springboot_Vue_Mall\backend\.idea\vcs.xml                                                                                                    | XML             |          6 |          0 |          0 |          6 |
| d:\Project\Java\Springboot_Vue_Mall\backend\backend.iml                                                                                                      | XML             |         18 |          0 |          0 |         18 |
| d:\Project\Java\Springboot_Vue_Mall\backend\pom.xml                                                                                                          | XML             |        195 |          8 |         22 |        225 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\SpringApplication.java                                                                | Java            |          8 |          0 |          5 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\common\dto\AliPay.java                                                                | Java            |          8 |          0 |          4 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\common\dto\HyperLedgerFabricProperties.java                                           | Java            |         10 |          0 |          2 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\common\dto\LoginDto.java                                                              | Java            |         11 |          0 |          4 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\common\exception\GlobalExceptionHandler.java                                          | Java            |         35 |          0 |          4 |         39 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\common\exception\MyMateObjectHandler.java                                             | Java            |         21 |          3 |          5 |         29 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\common\lang\Result.java                                                               | Java            |         34 |          0 |          8 |         42 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\common\listener\ChaincodeEventListener.java                                           | Java            |         35 |          5 |         13 |         53 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\common\schedule\AnnotationScheduleTask.java                                           | Java            |         60 |          0 |          5 |         65 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\config\AliPayConfig.java                                                              | Java            |         35 |          1 |          7 |         43 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\config\CorsConfig.java                                                                | Java            |         35 |          0 |          5 |         40 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\config\HyperLedgerFabricGatewayConfig.java                                            | Java            |         75 |          4 |         17 |         96 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\config\MybatisPlusConfig.java                                                         | Java            |         15 |          0 |          5 |         20 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\config\ShiroConfig.java                                                               | Java            |         66 |          3 |         12 |         81 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\AccountController.java                                                     | Java            |         84 |          3 |         12 |         99 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\AddressController.java                                                     | Java            |         65 |          0 |         16 |         81 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\AliPayController.java                                                      | Java            |         55 |          4 |         11 |         70 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\AssessController.java                                                      | Java            |         76 |          0 |         18 |         94 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\ChaincodeController.java                                                   | Java            |        242 |         18 |         23 |        283 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\CollectionController.java                                                  | Java            |         65 |          0 |         16 |         81 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\CommentController.java                                                     | Java            |         88 |          0 |         21 |        109 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\ConfirmController.java                                                     | Java            |        126 |          0 |         18 |        144 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\DataController.java                                                        | Java            |          7 |          0 |          4 |         11 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\FeedbackController.java                                                    | Java            |         53 |          0 |         16 |         69 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\ImgController.java                                                         | Java            |         65 |          0 |         16 |         81 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\MasterController.java                                                      | Java            |        149 |          3 |         17 |        169 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\ProductController.java                                                     | Java            |        113 |          0 |         17 |        130 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\PromptlyController.java                                                    | Java            |         33 |          0 |         14 |         47 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\ReceiptController.java                                                     | Java            |         74 |          0 |         17 |         91 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\RecordController.java                                                      | Java            |         58 |          0 |         15 |         73 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\RefundController.java                                                      | Java            |         74 |          0 |         17 |         91 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\RegisterController.java                                                    | Java            |         62 |          0 |         10 |         72 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\ShareController.java                                                       | Java            |         54 |          0 |          8 |         62 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\ShoppingController.java                                                    | Java            |         70 |          0 |         16 |         86 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\TeamInfoController.java                                                    | Java            |         99 |          1 |          4 |        104 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\TemplateController.java                                                    | Java            |         64 |          0 |          6 |         70 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\UplodeController.java                                                      | Java            |         43 |          0 |          7 |         50 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\controller\UserInfoController.java                                                    | Java            |         87 |          0 |         15 |        102 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Account.java                                                                   | Java            |         54 |          0 |         22 |         76 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Address.java                                                                   | Java            |         24 |          0 |         16 |         40 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Arginfo.java                                                                   | Java            |         24 |          7 |         14 |         45 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\ArginfoOrigin.java                                                             | Java            |         22 |          6 |         13 |         41 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Collection.java                                                                | Java            |         26 |          6 |         15 |         47 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Comment.java                                                                   | Java            |         30 |          0 |         19 |         49 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\DeliverinfoOrigin.java                                                         | Java            |         21 |          6 |         13 |         40 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Feedback.java                                                                  | Java            |         22 |          0 |         16 |         38 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Img.java                                                                       | Java            |         25 |          0 |         14 |         39 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Master.java                                                                    | Java            |         51 |         12 |         38 |        101 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\OrderOrigin.java                                                               | Java            |         21 |          6 |         12 |         39 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Product.java                                                                   | Java            |         49 |          9 |         29 |         87 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Promptly.java                                                                  | Java            |         36 |          0 |         27 |         63 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Record.java                                                                    | Java            |         24 |          0 |         12 |         36 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Refund.java                                                                    | Java            |         54 |          0 |         39 |         93 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Register.java                                                                  | Java            |         27 |          6 |         14 |         47 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Share.java                                                                     | Java            |         34 |          0 |          9 |         43 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Shopping.java                                                                  | Java            |         42 |          0 |         29 |         71 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Team.java                                                                      | Java            |         31 |          7 |         10 |         48 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\domain\Template.java                                                                  | Java            |         24 |          3 |         16 |         43 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\AccountMapper.java                                                             | Java            |          7 |          0 |          6 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\AddressMapper.java                                                             | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\ArginfoMapper.java                                                             | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\ArginfoOriginMapper.java                                                       | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\CollectionMapper.java                                                          | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\CommentMapper.java                                                             | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\DeliverinfoOriginMapper.java                                                   | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\FeedbackMapper.java                                                            | Java            |          7 |          0 |          4 |         11 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\ImgMapper.java                                                                 | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\MasterMapper.java                                                              | Java            |         11 |          0 |          4 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\OrderOriginMapper.java                                                         | Java            |          7 |          0 |          4 |         11 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\ProductMapper.java                                                             | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\PromptlyMapper.java                                                            | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\RecordMapper.java                                                              | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\RefundMapper.java                                                              | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\RegisterMapper.java                                                            | Java            |          7 |          0 |          6 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\ShareMapper.java                                                               | Java            |          7 |          0 |          4 |         11 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\ShoppingMapper.java                                                            | Java            |          7 |          0 |          6 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\TeamMapper.java                                                                | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\mapper\TemplateMapper.java                                                            | Java            |          7 |          0 |          5 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\AccountSerivce.java                                                           | Java            |          5 |          0 |          7 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\AddressService.java                                                           | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\ArginfoOriginService.java                                                     | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\ArginfoService.java                                                           | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\ChaincodeService.java                                                         | Java            |         17 |          0 |          4 |         21 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\CollectionService.java                                                        | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\CommentSerivce.java                                                           | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\DeliverinfoService.java                                                       | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\FeedbackService.java                                                          | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\ImgService.java                                                               | Java            |          5 |          0 |          6 |         11 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\MasterService.java                                                            | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\OrderOriginService.java                                                       | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\ProductService.java                                                           | Java            |          5 |          0 |          7 |         12 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\PromptlyService.java                                                          | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\RecordSerivce.java                                                            | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\RefundService.java                                                            | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\RegisterService.java                                                          | Java            |          5 |          0 |          3 |          8 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\ShareService.java                                                             | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\ShoppingSerivce.java                                                          | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\TeamService.java                                                              | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\TemplateService.java                                                          | Java            |          5 |          0 |          5 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\impl\AccountServiceImpl.java                                                  | Java            |          9 |          0 |          6 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\impl\ChaincodeServiceImpl.java                                                | Java            |         76 |          0 |         12 |         88 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\service\impl\CommentServiceImpl.java                                                  | Java            |          9 |          0 |          5 |         14 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\shiro\AccountProfile.java                                                             | Java            |          8 |          0 |          5 |         13 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\shiro\AccountRealm.java                                                               | Java            |         45 |          0 |          7 |         52 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\shiro\JwtFilter.java                                                                  | Java            |         72 |          8 |          4 |         84 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\shiro\JwtToken.java                                                                   | Java            |         16 |          0 |          5 |         21 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\util\JwtUtils.java                                                                    | Java            |         43 |          9 |          8 |         60 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\util\TencentCOSUtil.java                                                              | Java            |         49 |          9 |          6 |         64 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\vo\ArginfoOriginVo.java                                                               | Java            |         21 |          0 |          7 |         28 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\vo\DeliverinfoOriginVo.java                                                           | Java            |         21 |          0 |          6 |         27 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\vo\OrderOriginVo.java                                                                 | Java            |         21 |          0 |          6 |         27 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\java\com\Shopping\vo\OriginInfo.java                                                                    | Java            |         13 |          0 |          4 |         17 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\application.yml                                                                               | YAML            |         38 |          2 |          4 |         44 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\ordererOrganizations\example.com\msp\config.yaml                                | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\ordererOrganizations\example.com\orderers\orderer.example.com\msp\config.yaml   | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\ordererOrganizations\example.com\orderers\orderer2.example.com\msp\config.yaml  | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\ordererOrganizations\example.com\orderers\orderer3.example.com\msp\config.yaml  | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\ordererOrganizations\example.com\orderers\orderer4.example.com\msp\config.yaml  | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\ordererOrganizations\example.com\users\Admin@example.com\msp\config.yaml        | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org1.example.com\connection-org1.json                         | JSON            |         49 |          0 |          1 |         50 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org1.example.com\connection-org1.yaml                         | YAML            |         63 |          0 |          3 |         66 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org1.example.com\msp\config.yaml                              | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org1.example.com\peers\peer0.org1.example.com\msp\config.yaml | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org1.example.com\users\Admin@org1.example.com\msp\config.yaml | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org1.example.com\users\User1@org1.example.com\msp\config.yaml | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org2.example.com\connection-org2.json                         | JSON            |         49 |          0 |          1 |         50 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org2.example.com\connection-org2.yaml                         | YAML            |         63 |          0 |          3 |         66 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org2.example.com\msp\config.yaml                              | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org2.example.com\peers\peer0.org2.example.com\msp\config.yaml | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org2.example.com\users\Admin@org2.example.com\msp\config.yaml | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\main\resources\crypto-config\peerOrganizations\org2.example.com\users\User1@org2.example.com\msp\config.yaml | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\src\test\java\com\Shopping\SpringApplicationTests.java                                                           | Java            |         30 |          0 |          9 |         39 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\META-INF\spring-configuration-metadata.json                                                       | JSON            |         62 |          0 |          0 |         62 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\application.yml                                                                                   | YAML            |         38 |          2 |          4 |         44 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\SpringApplication.class                                                              | Java            |          9 |          0 |          0 |          9 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\common\dto\AliPay.class                                                              | Java            |         30 |          0 |          2 |         32 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\common\dto\HyperLedgerFabricProperties.class                                         | Java            |         24 |          0 |          0 |         24 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\common\dto\LoginDto.class                                                            | Java            |         25 |          0 |          0 |         25 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\common\exception\GlobalExceptionHandler.class                                        | Java            |         16 |          0 |          0 |         16 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\common\exception\MyMateObjectHandler.class                                           | Java            |         18 |          0 |          0 |         18 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\common\lang\Result.class                                                             | Java            |         48 |          0 |          0 |         48 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\common\listener\ChaincodeEventListener$1.class                                       | Java            |         16 |          0 |          0 |         16 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\common\listener\ChaincodeEventListener.class                                         | Java            |         19 |          0 |          0 |         19 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\common\schedule\AnnotationScheduleTask.class                                         | Java            |         59 |          0 |          5 |         64 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\config\AliPayConfig.class                                                            | Java            |         39 |          0 |          0 |         39 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\config\CorsConfig.class                                                              | Java            |          4 |         23 |          0 |         27 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\config\HyperLedgerFabricGatewayConfig.class                                          | Java            |         50 |          0 |          0 |         50 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\config\MybatisPlusConfig.class                                                       | Java            |         11 |          0 |          0 |         11 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\config\ShiroConfig.class                                                             | Java            |         22 |         15 |          0 |         37 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\controller\AccountController.class                                                   | Java            |         59 |          0 |          1 |         60 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\controller\AddressController.class                                                   | Java            |         54 |          0 |          2 |         56 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\controller\AliPayController.class                                                    | Java            |         34 |          0 |          0 |         34 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\controller\AssessController.class                                                    | Java            |         62 |          0 |          4 |         66 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\controller\ChaincodeController.class                                                 | Java            |        147 |          0 |          0 |        147 |
